Timestamp start: 1747313980450
Timestamp end: 1747315780775

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      300.0    82.1    63.8   213.4   223.1   283.9   325.5   348.0   364.7   382.4   401.7   431.1   497.4   702.5  1782.8  69765.8    69916
read      300.1    85.2    63.8   213.6   223.2   283.4   324.5   347.1   364.2   382.3   401.9   431.7   498.7   736.7  2209.5  71949.2    72019
read      299.6    92.8    63.8   213.9   223.0   280.2   320.7   344.9   363.2   383.0   404.1   434.7   503.2   808.6  2926.9  78306.4    78070
read      299.1    94.6    63.8   218.0   225.0   278.6   314.1   337.9   356.8   379.5   405.2   439.3   507.0   790.8  3529.5  99552.6    99548
read      310.8    89.1    68.9   212.2   224.5   306.1   341.2   360.7   374.0   390.4   408.7   436.1   507.1   808.4  2070.8  36349.4    36393
read      346.4   106.7    74.4   240.8   255.0   322.0   360.8   386.7   407.3   436.8   476.6   531.5   653.4   922.2  2812.2 172398.5   172591
read      267.9    93.6    63.8   106.0   132.5   276.9   293.1   302.6   310.1   317.6   330.2   348.7   419.1   970.1  3680.0   8305.5     8325
read      314.4    96.5    68.9   214.0   223.1   288.3   340.7   374.9   397.7   421.2   447.1   481.6   547.8   730.3  2061.6  73481.5    73684
read      311.9   102.4    63.8   211.2   222.3   298.8   344.4   369.7   385.9   402.3   423.4   453.5   519.1   744.0  3894.0  48318.2    48420
read      264.4   197.2    68.9   104.6   121.7   271.7   288.3   296.2   304.0   312.7   321.6   343.2   404.3  1005.2  9690.6   6851.1     6828
read      312.1   102.8    68.9   221.3   229.8   289.6   326.4   351.4   371.6   396.3   426.9   470.6   575.7   900.1  2798.7 118596.2   118747
read      266.2   100.6    68.9   105.8   123.2   275.9   292.6   302.3   310.1   318.0   331.5   352.7   426.5   988.0  4003.2   7101.1     7123
read      367.3   123.8    68.9   246.1   260.9   338.2   384.5   417.3   444.3   476.5   513.5   576.5   726.0  1036.9  3328.2 175112.4   175577
read      308.7    85.3    74.4   227.4   238.6   292.6   320.4   339.7   354.5   372.7   399.4   442.6   541.2   801.4  2884.2 147753.6   147498
read      310.3   209.5    63.8   212.8   225.1   305.4   338.2   355.4   367.9   382.8   400.8   430.5   500.7   727.3 15876.0  35817.8    35814
read      312.7   102.2    59.1   211.7   222.0   291.7   343.3   372.5   392.0   412.3   433.9   466.2   537.8   774.0  3124.4  59502.6    59488
read      368.1   120.9    74.4   244.0   258.9   338.3   389.8   428.3   457.6   487.6   520.9   573.6   688.4   910.6  2957.2 167055.9   167483
read      298.2    99.5    63.8   215.0   223.6   278.6   316.6   340.8   358.9   379.3   402.7   435.0   505.2   752.3  2831.0  88917.1    88988
read      277.2   191.8    68.9   109.9   206.9   281.0   297.3   308.2   315.0   322.6   337.1   358.9   426.2  1000.8 10487.2   9822.1     9869
read      316.0   128.0    68.9   221.0   229.5   291.8   331.1   357.9   378.8   403.7   435.0   485.3   591.6   919.6  3131.1 111583.8   111786
read      298.4    90.0    68.9   215.9   224.0   278.5   315.7   340.1   358.8   380.1   404.4   437.3   505.9   743.1  2610.9  92802.6    92736
read      331.6   114.2    74.4   239.2   251.8   314.1   345.4   366.6   382.6   402.0   431.1   478.8   590.5   873.6  4461.6 178614.9   178657
read      299.4    95.2    63.8   219.2   226.4   280.2   313.4   335.7   353.3   375.2   403.0   439.8   509.3   787.8  3159.5 108946.1   108877
read      296.6    82.9    63.8   194.1   226.6   299.3   321.5   334.6   342.8   354.6   370.0   398.2   463.0   651.9  2690.8  19181.5    19091
read      311.0    90.1    63.8   211.9   221.9   288.8   340.9   370.9   391.8   413.7   436.4   468.6   534.3   666.5  1398.2  65884.2    65772
read      314.0    98.0    68.9   214.1   223.2   287.1   338.6   372.0   396.3   421.6   449.1   484.7   548.2   709.9  2136.5  78879.6    79060
read      302.7   130.4    63.8   218.4   225.2   280.7   317.4   342.3   362.0   385.2   413.3   452.5   531.4   781.6  4464.0  99961.5    99953
read      301.0    73.4    63.8   208.6   226.1   303.5   329.4   342.1   351.9   364.3   379.1   404.6   465.6   633.5  1914.0  24388.5    24354
read      338.3   114.9    68.9   227.8   239.6   304.8   347.3   381.9   412.8   453.4   495.4   548.0   680.1   959.8  2483.9 144185.6   144236
read      320.7    92.3    68.9   235.3   245.6   304.3   334.4   353.3   368.6   388.4   415.1   461.3   571.1   853.4  2998.4 168189.5   168093
read      299.8   124.1    68.9   206.2   226.6   301.7   325.9   338.6   346.5   359.6   372.9   400.4   462.9   708.1  3184.3  22000.0    22028
read      315.0   135.4    63.8   214.2   223.3   287.7   339.6   372.2   396.5   421.6   449.0   484.7   548.4   692.6  5918.1  77521.8    77499
